ID; Bundesland; Stationsname; geoBreite; geoLaenge; Höhenlage[m]
336;Thüringen;Hörselberg-Hainich-Behringen ;51,0221;10,5148;290
379;Thüringen;Berka, Bad (Flugplatz) ;50,9074;11,2665;303
505;Thüringen;Bischhagen ;51,4268;10,0932;332
550;Thüringen;Bobeck ;50,9041;11,7985;344
753;Thüringen;Bucha ;50,87;11,5022;310
896;Thüringen;Dachwig ;51,0778;10,8619;170
962;Thüringen;Ilmtal-Dienstedt ;50,8018;11,1692;325
1270;Thüringen;Erfurt-Weimar ;50,9829;10,9608;316
1320;Thüringen;Etzleben ;51,261;11,1754;137
1411;Thüringen;Birx/Rhön ;50,5309;10,048;745
1435;Thüringen;Frauenwald ;50,5921;10,8575;768
1573;Thüringen;Geisa ;50,7134;9,9539;280
1612;Thüringen;Gera-Leumnitz ;50,8813;12,1289;311
2233;Thüringen;Hirschberg ;50,404;11,8193;446
2444;Thüringen;Jena (Sternwarte) ;50,9251;11,583;155
2541;Thüringen;Katzhütte ;50,5467;11,0317;462
2562;Thüringen;Helbedündorf-Keula ;51,334;10,529;428
2618;Thüringen;Kleiner Inselsberg ;50,8458;10,4803;732
2925;Thüringen;Leinefelde ;51,3933;10,3123;356
2992;Thüringen;Remptendorf ;50,5276;11,6604;495
3034;Thüringen;Lobenstein, Bad ;50,4505;11,635;500
3204;Thüringen;Martinroda ;50,7334;10,8815;427
3231;Thüringen;Meiningen ;50,5612;10,3771;450
3248;Thüringen;Frankenblick-Mengersgereuth-Hämmern ;50,3904;11,1324;508
3279;Thüringen;Meuselwitz ;51,0452;12,2989;173
3289;Thüringen;Schmieritz-Weltwitz ;50,7281;11,7838;355
3304;Thüringen;Freienbessingen ;51,2326;10,7693;296
3364;Thüringen;Drei Gleichen-Mühlberg ;50,8681;10,8211;286
3491;Thüringen;Judenbach-Neuenbau ;50,441;11,2401;738
3513;Thüringen;Neuhaus am Rennweg ;50,5002;11,1344;845
4135;Thüringen;Reinholterode ;51,4248;10,1898;336
4464;Thüringen;Schleiz ;50,5679;11,8041;501
4469;Thüringen;Schleusingen ;50,5071;10,762;399
4485;Thüringen;Schmalkalden, Kurort ;50,725;10,4539;296
4501;Thüringen;Schmücke ;50,6546;10,7693;937
4605;Thüringen;Schwarzburg ;50,644;11,1937;277
4748;Thüringen;Sondershausen ;51,352;10,9059;221
4997;Thüringen;Starkenberg-Tegkwitz ;50,9771;12,3419;193
5084;Thüringen;Südeichsfeld-Wendehausen ;51,1594;10,2473;290
5335;Thüringen;Waltershausen ;50,8963;10,5484;348
5395;Thüringen;Harth-Pöllnitz Neundorf ;50,7676;11,981;340
5424;Thüringen;Weimar-Schöndorf ;51,0177;11,3544;328
5484;Thüringen;Ellrich-Werna ;51,5835;10,709;240
6268;Thüringen;Uhlstädt-Kirchhasel-Niederkrossen ;50,7577;11,5178;172
6270;Thüringen;Römhild-Sülzdorf ;50,4098;10,4902;330
6271;Thüringen;Crossen/Elster-Nickelsdorf ;50,9771;12,0044;272
6272;Thüringen;Moorgrund Gräfen-Nitzendorf ;50,8426;10,2518;283
6305;Thüringen;Mühlhausen/Thüringen-Görmar ;51,2061;10,4978;193
7321;Thüringen;Olbersleben ;51,1507;11,3321;160
7328;Thüringen;Ponitz ;50,8543;12,4216;219
7368;Thüringen;Eisenach ;51,0007;10,3621;312
7419;Thüringen;Langenwetzendorf-Göttendorf ;50,661;12,0756;389
7421;Thüringen;Neuhaus-Schierschnitz ;50,325;11,2395;383
7428;Thüringen;Veilsdorf ;50,4167;10,8156;397
13711;Thüringen;Krölpa-Rockendorf ;50,6819;11,515;289
